,GRYD_ETO_ID,Categorized_Activities
1579,77th 1-16-91-1,
1580,77th 1-16-84-1,
1581,Newton 2-23-86-2,"selfimprovement, sports"
1582,Southeast 2-20-129-2,hygiene
1583,Southeast 2-20-227-1,hygiene
1584,Southeast 2-20-225-1,hygiene
1585,Newton 2-23-185-1,"church, sports "
1586,Southwest 1-15-359-2,
1587,77th 2-13-1393-1,"sports, church, volunteer"
1588,77th 2-13-1399-1,"sports, church, volunteer"
1589,Northeast-20-206-3,
1590,77th 2-13-1392-1,"sports, church, volunteer"
1591,Southeast 3-10-173-1,"sports, church, volunteer"
1592,Newton 2-23-249-1,
1593,Southeast 3-10-170-1,"sports, church, volunteer"
1594,Southeast 3-10-169-1,"sports, church, volunteer"
1595,Southeast 3-10-167-1,"sports, church, volunteer"
1596,Southeast 3-10-172-1,"sports, church, volunteer"
1597,Southwest 1-15-357-2,
1598,Valley-92-52-1,
1599,Hollenbeck 1-20-161-2,
1600,Southeast 3-10-171-1,"sports, church, volunteer"
1601,77th 2-13-1391-1,"volunteer, church, entertainment"
1602,77th 2-13-1396-1,"sports, church, volunteer"
1603,Hollenbeck 2-20-70-3,sports
1604,Northeast-20-322-1,church
1605,77th 2-13-1398-1,"study, church, volunteer"
1606,Valley-92-53-1,
1607,77th 2-13-1395-1,"volunteer, church "
1608,77th 2-13-1397-1,"sports, church, volunteer"
1609,Newton 1-17-257-1,
1610,Southwest 1-15-356-2,entertainment
1611,Hollenbeck 1-20-140-2,sports
1612,Southwest 2-23-92-1,sports
1613,Newton 1-17-274-1,
1614,Southwest 2-23-126-1,
1615,Hollenbeck 1-20-139-2,
1616,Southwest 2-23-115-1,"program, sports"
1617,Newton 1-17-265-1,
1618,Valley-92-51-1,
1619,Southwest 1-15-365-2,
1620,Southeast 2-20-221-1,
1621,Foothill-14-378-1,
1622,Newton 1-17-62-2,sports
1623,Southeast 2-20-176-2,hygiene
1624,77th 1-16-92-1,selfimprovement
1625,Newton 1-17-275-1,sports
1626,Southeast 2-20-174-2,hygiene
1627,CPHBRE-0-109-1,"therapy, art"
1628,Newton 1-17-271-1,sports
1629,Newton 1-17-233-1,
1630,Southwest 1-15-364-2,
1631,Southwest 2-23-77-2,
1632,Foothill-14-430-1,"sports, therapy"
1633,Foothill-14-431-1,
1634,Southwest 1-15-366-2,sports
1635,Southwest 2-23-122-1,
1636,Southwest 1-15-348-3,
1637,Southwest 1-15-358-2,sports
1638,Southeast 3-10-138-2,
1639,Southeast 2-20-246-1,hygiene
1640,Newton 2-23-216-1,"entertainment, program"
1641,Newton 2-23-278-1,
1642,Pacific-18-245-1,"therapy, selfimprovement"
1643,Olympic-12-165-1,
1644,Newton 2-23-215-1,"program, job"
1645,Newton 1-17-117-2,
1646,Northeast-20-270-2,
1647,Foothill-14-434-1,
1648,77th 2-13-1448-1,
1649,77th 2-13-1447-1,volunteer
1650,Southwest 2-23-172-1,"sports, entertainment"
1651,Harbor-21-211-1,
1652,Southwest 2-23-174-1,"study, entertainment"
1653,Devonshire-Topanga-11-101-1,other
1654,Southwest 2-23-176-1,
1655,Northeast-20-292-1,volunteer
1656,Southwest 1-15-305-2,sports
1657,Southwest 2-23-182-1,"sports, study"
1658,Southwest 2-23-179-1,sports
1659,Southeast 2-20-216-1,hygiene
1660,Foothill-14-314-1,
1661,77th 2-13-1449-1,
1662,Newton 2-23-167-1,
1663,Hollenbeck 1-20-186-2,
1664,Rampart 1-12-391-2,
1665,Foothill-14-375-1,
1666,77th 1-16-94-1,
1667,77th 1-16-95-1,
1668,Southwest 1-15-308-3,job
1669,Foothill-14-436-1,
1670,SSSEARE-0-98-1,
1671,Southwest 1-15-338-2,sports
1672,Foothill-14-377-1,
1673,Northeast-20-278-2,
1674,Foothill-14-437-1,
1675,Northeast-20-283-2,
1676,Newton 2-23-236-1,"program, volunteer"
1677,Newton 2-23-217-1,sports
1678,BVCB-0-192-5,selfimprovement
1679,Harbor-21-213-1,
1680,Southeast 2-20-214-1,hygiene
1681,Southwest 1-15-337-2,
1682,Hollenbeck 1-20-184-2,program
1683,Harbor-21-212-1,
1684,Foothill-14-428-1,
1685,Southwest 2-23-113-1,program
1686,Valley-92-33-1,"job, family"
1687,Southwest 2-23-161-1,
1688,Southeast 3-10-193-1,sports
1689,Hollenbeck 2-20-171-2,
1690,FGSEARE-0-87-1,
1691,Southwest 2-23-184-1,
1692,Newton 2-23-198-1,
1693,Newton 1-17-268-1,
1694,Foothill-14-438-1,program
1695,Hollenbeck 2-20-158-3,church
1696,Southwest 2-23-167-1,
1697,Southwest 1-15-374-2,
1698,Southwest 2-23-185-1,study
1699,Newton 1-17-251-1,
1700,Southwest 2-23-103-1,program
1701,Southwest 2-23-154-1,
1702,Hollenbeck 1-20-150-2,
1703,Foothill-14-388-1,
1704,Newton 1-17-250-1,
1705,Southwest 2-23-162-1,
1706,Southwest 2-23-143-2,
1707,Northeast-20-284-2,selfimprovement
1708,Southwest 2-23-160-1,study
1709,Southwest 2-23-128-2,study
1710,Southeast 3-10-197-1,
1711,Foothill-14-389-1,art
1712,Northeast-20-325-1,other
1713,Southwest 2-23-183-1,sports
1714,Southeast 3-10-190-1,
1715,Northeast-20-296-2,
1716,FGSEARE-0-84-1,
1717,77th 3-20-288-1,other
1718,Southwest 2-23-114-1,
1719,Southwest 2-23-164-1,
1720,Valley-92-54-1,
1721,Newton 1-17-156-1,
1722,Southwest 2-23-192-1,
1723,Southwest 2-23-177-1,sports
1724,Newton 2-23-92-2,sports
1725,Newton 1-17-234-2,
1726,Newton 1-17-232-1,
1727,Northeast-20-286-2,
1728,Olympic-12-138-2,volunteer
1729,Northeast-20-303-1,
1730,Newton 1-17-231-1,
1731,Newton 1-17-243-2,
1732,Foothill-14-380-1,
1733,CPHBRE-0-110-1,
1734,Foothill-14-440-1,
1735,Northeast-20-271-2,
1736,Mission-14-325-1,"sports, volunteer"
1737,FGSEARE-0-89-1,
1738,Newton 2-23-175-1,volunteer
1739,Northeast-20-10-3,
1740,Southwest 2-23-156-1,study
1741,Mission-14-316-1,other
1742,Northeast-20-130-3,
1743,Mission-14-322-1,
1744,Southwest 2-23-138-1,"sports, job"
1745,Foothill-14-433-2,church
1746,Mission-14-321-1,
1747,Southwest 2-23-181-1,
1748,Northeast-20-18-3,
1749,Southwest 2-23-35-3,
1750,Hollenbeck 2-20-131-2,
1751,Hollenbeck 1-20-204-2,program
1752,Southwest 2-23-166-1,
1753,Southeast 2-20-213-2,hygiene
1754,Southwest 2-23-175-1,
1755,Southwest 2-23-90-2,sports
1756,Northeast-20-305-1,
1757,Newton 2-23-274-1,program
1758,Hollywood-12-71-1,"job, selfimprovement"
1759,Southeast 2-20-212-2,hygiene
1760,Southwest 2-23-139-1,"program, study, sports"
1761,Northeast-20-231-2,sports
1762,Northeast-20-156-3,
1763,77th 1-16-100-1,
1764,Mission-14-326-1,church
1765,77th 1-16-110-1,
1766,Newton 1-17-56-2,
1767,Mission-14-328-1,church
1768,Devonshire-Topanga-11-152-1,
1769,Newton 1-17-227-1,
1770,Southwest 2-23-178-1,"program, sports"
1771,Foothill-14-451-1,sports
1772,Newton 1-17-225-1,
1773,Foothill-14-310-2,volunteer
1774,Newton 1-17-230-1,
1775,Southwest 2-23-168-1,program
1776,Newton 2-23-277-1,program
1777,Harbor-21-214-1,
1778,Northeast-20-275-4,study
1779,Hollenbeck 1-20-147-2,sports
1780,Northeast-20-294-2,church
1781,Northeast-20-276-2,study
1782,Northeast-20-268-2,
1783,Mission-14-327-1,job
1784,Southeast 2-20-106-2,hygiene
1785,77th 1-16-96-1,program
1786,Harbor-21-215-1,church
1787,Newton 2-23-276-1,program
1788,Newton 1-17-242-2,
1789,77th 1-16-112-1,
1790,Foothill-14-449-1,
1791,Southeast 1-22-118-2,other
1792,Mission-14-317-1,other
1793,Southeast 2-20-220-1,hygiene
1794,Pacific-18-130-1,selfimprovement
1795,Valley-92-35-1,
1796,Southwest 2-23-169-1,program
1797,Newton 2-23-235-1,sports
1798,77th 1-16-99-1,
1799,Hollenbeck 1-20-199-3,self improvement
1800,Harbor-21-196-1,
1801,Hollenbeck 1-20-115-3,
1802,77th 1-16-111-1,
1803,Harbor-21-184-2,
1804,Rampart 1-12-529-1,
1805,Newton 1-17-226-1,sports
1806,Southwest 2-23-129-1,program
1807,Foothill-14-455-1,church
1808,Southeast 3-10-175-2,church
1809,Hollenbeck 1-20-80-3,
1810,Harbor-21-194-1,
1811,Foothill-14-463-1,
1812,Harbor-21-181-1,
1813,Rampart 1-12-578-1,job
1814,Foothill-14-175-2,
1815,77th 1-16-114-1,
1816,Rampart 1-12-560-2,job
1817,Devonshire-Topanga-11-160-1,
1818,Harbor-21-169-2,
1819,Southwest 1-15-350-2,program
1820,Devonshire-Topanga-11-162-1,
1821,Foothill-14-456-1,other
1822,Harbor-21-198-1,
1823,Newton 2-23-200-2,program
1824,Southwest 2-23-67-3,"study, sports"
1825,Newton 2-23-279-1,program
1826,Hollenbeck 2-20-50-3,sports
1827,Harbor-21-175-1,
1828,77th 1-16-113-1,
1829,Newton 2-23-218-1,sports
1830,Harbor-21-167-2,
1831,Harbor-21-160-2,church
1832,Devonshire-Topanga-11-158-1,program
1833,Harbor-21-189-2,
1834,Rampart 1-12-579-1,job
1835,Southwest 1-15-347-2,
1836,Devonshire-Topanga-11-154-1,
1837,Newton 2-23-227-1,program
1838,Southwest 1-15-346-2,
1839,Southwest 2-23-189-1,program
1840,Rampart 1-12-481-2,
1841,Harbor-21-168-2,
1842,Southwest 1-15-314-2,sports
1843,Southwest 1-15-375-2,
1844,Southwest 1-15-316-2,
1845,Southeast 2-20-235-2,hygiene
1846,77th 2-13-1411-1,
1847,BVCB-0-158-3,
1848,SSSEARE-0-88-2,
1849,Harbor-21-219-1,
1850,Hollenbeck 2-20-136-2,art
1851,Harbor-21-206-1,
1852,Harbor-21-205-1,
1853,Southeast 2-20-217-1,hygiene
1854,Harbor-21-199-1,
1855,Northeast-20-242-2,
1856,Southwest 1-15-319-2,sports
1857,Northeast-20-300-2,
1858,Northeast-20-326-2,selfimprovement
1859,Southeast 1-22-119-2,church
1860,Harbor-21-203-1,
1861,SSSEARE-0-105-1,
1862,Southwest 1-15-349-2,sports
1863,Southwest 1-15-355-2,sports
1864,Newton 1-17-116-2,
1865,Harbor-21-207-1,
1866,Newton 2-23-266-1,sports
1867,Hollenbeck 1-20-177-2,
1868,Harbor-21-176-2,
1869,Northeast-20-263-3,
1870,Harbor-21-209-1,
1871,Southwest 1-15-366-2,
1872,Southwest 1-15-360-2,
1873,Hollenbeck 1-20-188-2,program
1874,Foothill-14-467-1,
1875,Northeast-20-298-2,church
1876,Northeast-20-334-1,church
1877,Newton 2-23-247-1,
1878,Northeast-20-279-2,
1879,Newton 2-23-210-1,sports
1880,Foothill-14-473-1,
1881,Harbor-21-217-1,other
1882,Southeast 1-22-137-2,
1883,Southeast 2-20-226-1,hygiene
1884,Southeast 2-20-225-1,hygiene
1885,Mission-14-335-1,
1886,Rampart 1-12-587-1,job
1887,CPHBRE-0-121-1,
1888,CPHBRE-0-123-1,
1889,Northeast-20-269-2,
1890,Hollywood-12-37-2,sports
1891,Hollenbeck 2-20-143-2,selfimprovement
1892,Hollenbeck 1-20-183-2,program
1893,Hollenbeck 1-20-205-2,
1894,Rampart 1-12-586-1,job
1895,Southwest 1-15-380-2,study
1896,Northeast-20-211-2,volunteer
1897,Newton 2-23-129-2,
1898,Foothill-14-460-1,
1899,Newton 1-17-252-2,
1900,Newton 2-23-219-1,volunteer
1901,Hollenbeck 3-20-193-2,volunteer
1902,Southwest 2-23-193-1,program
1903,Hollenbeck 1-20-214-2,
1904,Rampart 1-12-535-2,job
1905,Newton 1-17-190-2,sports
1906,Southwest 1-15-352-2,
1907,Northeast-20-297-2,
1908,Southwest 1-15-298-1,"study, job"
1909,Southwest 2-23-202-1,"sports, job"
1910,CPHBRE-0-122-1,
1911,Newton 2-23-113-2,
1912,Southwest 1-15-308-3,
1913,Valley-92-50-1,
1914,FGSEARE-0-93-1,
1915,Newton 1-17-59-2,sports
1916,Foothill-14-472-1,
1917,Newton 2-23-249-1,
1918,Northeast-20-173-2,
1919,Mission-14-344-1,
1920,Hollywood-12-81-2,sports
1921,Mission-14-313-1,
1922,Southwest 1-15-384-2,other
1923,Northeast-20-295-2,
1924,Hollywood-12-61-3,
1925,Foothill-14-468-1,
1926,Newton 1-17-289-1,
1927,Newton 2-23-287-1,sports
1928,SSSEARE-0-107-1,
1929,Newton 2-23-286-1,sports
1930,Northeast-20-308-1,sports
1931,Devonshire-Topanga-11-165-1,
1932,Mission-14-254-2,
1933,Mission-14-216-2,
1934,Foothill-14-410-1,
1935,Newton 2-23-248-1,
1936,Valley-92-46-1,
1937,Southeast 2-20-270-1,hygiene
1938,Northeast-20-249-2,
1939,Hollenbeck 1-20-218-2,program
1940,Newton 1-17-291-1,
1941,Northeast-20-313-2,
1942,Newton 2-23-258-1,
1943,Rampart 1-12-592-1,job
1944,Newton 2-23-291-1,sports
1945,Newton 2-23-256-1,program
1946,Southeast 2-20-236-2,hygiene
1947,Newton 2-23-253-1,"sports, entertainment"
1948,Northeast-20-314-2,church
1949,Mission-14-256-1,
1950,Southwest 1-15-304-3,
1951,Newton 2-23-220-1,
1952,Northeast-20-350-1,
1953,Newton 2-23-245-1,other
1954,Mission-14-337-1,job
1955,Mission-14-346-1,
1956,Mission-14-345-1,Sports
1957,Southwest 2-23-205-1,program
1958,Hollenbeck 1-20-49-3,
1959,Southwest 1-15-377-2,
1960,Rampart 1-12-576-1,
1961,Hollenbeck 1-20-212-3,volunteer
1962,FGSEARE-0-91-1,
1963,Southwest 1-15-381-2,family
1964,BVCB-0-235-3,
1965,Foothill-14-461-1,
1966,Hollenbeck 1-20-182-3,
1967,Mission-14-224-1,
1968,Devonshire-Topanga-11-146-1,
1969,Hollenbeck 1-20-223-2,selfimprovement
1970,Devonshire-Topanga-11-117-1,sports
1971,Southwest 2-23-174-1,study
1972,Southwest 2-23-160-1,"study, sports"
1973,FGSEARE-0-89-1,other
1974,Newton 2-23-280-1,sports
1975,Devonshire-Topanga-11-119-1,
1976,Devonshire-Topanga-11-108-1,
1977,Devonshire-Topanga-11-114-1,job
1978,Southwest 2-23-184-1,study
1979,Rampart 1-12-591-1,job
1980,Southwest 2-23-176-1,study
1981,Northeast-20-294-2,
1982,Southwest 2-23-128-2,study
1983,Northeast-20-284-2,
1984,Hollenbeck 3-20-249-1,sports
1985,Devonshire-Topanga-11-115-1,art
1986,Mission-14-370-1,
1987,Mission-14-367-1,other
1988,Mission-14-371-1,
1989,Devonshire-Topanga-11-125-1,sports
1990,Southeast 2-20-280-1,sports
1991,Mission-14-342-1,
1992,Southwest 2-23-181-1,"study, entertainment"
1993,Devonshire-Topanga-11-133-1,sports
1994,Southeast 2-20-282-1,selfimprovement
1995,Southeast 2-20-283-1,job
1996,Newton 2-23-272-1,sports
1997,Southwest 2-23-96-1,
1998,Newton 2-23-257-1,sports
1999,Foothill-14-444-1,study
2000,Devonshire-Topanga-11-172-1,study
2001,Hollenbeck 3-20-140-2,
2002,Devonshire-Topanga-11-135-2,
2003,Hollenbeck 1-20-219-2,
2004,Southwest 2-23-172-1,"sports, entertainment"
2005,Valley-92-55-1,
2006,Hollenbeck 1-20-78-3,sports
2007,Hollenbeck 2-20-210-2,program
2008,Devonshire-Topanga-11-131-1,
2009,Hollenbeck 1-20-244-1,
2010,Southwest 1-15-390-2,sports
2011,Southeast 3-10-141-2,church
2012,Hollenbeck 2-20-10-3,
2013,Newton 2-23-229-1,
2014,Hollenbeck 1-20-191-2,
2015,Hollenbeck 3-20-212-2,study
2016,Hollenbeck 1-20-243-1,
2017,Hollenbeck 1-20-217-2,sports
2018,Southwest 2-23-192-1,selfimprovement
2019,NHSEA-0-299-4,
2020,Hollenbeck 2-20-201-2,
2021,Newton 2-23-181-1,program
2022,Pacific-18-263-1,"sefimprovement, therapy"
2023,Hollenbeck 1-20-21-3,program
2024,77th 3-20-313-2,
2025,77th 3-20-324-1,
2026,Mission-14-372-1,
2027,Mission-14-373-1,
2028,Southwest 1-15-322-2,
2029,Newton 1-23-321-1,
2030,Southeast 2-20-281-1,
2031,Rampart 1-12-563-1,
2032,Hollenbeck 1-20-166-2,
2033,Valley-92-32-1,volunteer
2034,BVCB-0-225-3,job
2035,Southeast 2-20-252-1,job
2036,Southeast 2-20-290-1,job
2037,Hollenbeck 1-20-193-2,
2038,77th 3-20-270-2,sports
2039,77th 3-20-273-2,
2040,Hollenbeck 3-20-208-2,sports
2041,77th 3-20-106-2,study
2042,77th 3-20-274-2,sports
2043,Pacific-18-132-1,church
2044,Hollenbeck 2-20-192-2,
2045,Hollenbeck 3-20-199-2,study
2046,Hollenbeck 1-20-213-2,
2047,BVCB-0-192-5,
2048,Hollenbeck 1-20-104-3,
2049,Hollenbeck 1-20-106-3,
2050,Rampart 1-12-604-1,job
2051,Rampart 1-12-603-1,job
2052,Hollenbeck 2-20-31-3,program
2053,Hollenbeck 2-20-169-2,program
2054,Southwest 1-15-370-2,therapy
2055,Southwest 1-15-301-2,
2056,Southwest 1-15-374-2,selfimprovement
2057,Hollenbeck 1-20-76-3,
2058,Hollenbeck 2-20-200-2,
2059,77th 1-16-226-1,
2060,Hollenbeck 2-20-199-2,
2061,Southwest 1-15-391-2,
2062,Hollenbeck 2-20-202-2,
2063,Hollenbeck 1-20-47-3,job
2064,Southeast 2-20-284-1,
2065,Foothill-14-411-1,
2066,Devonshire-Topanga-11-105-2,
2067,Rampart 2-12-323-1,
2068,Hollenbeck 3-20-240-2,
2069,Hollenbeck 2-20-183-2,
2070,77th 3-20-228-1,study
2071,Hollenbeck 3-20-260-1,
2072,Hollenbeck 1-20-131-3,
2073,Hollenbeck 3-20-259-1,
2074,Hollenbeck 1-20-256-1,other
2075,Hollenbeck 3-20-222-2,"sports, entertainment"
2076,Hollenbeck 3-20-231-2,sports
2077,Devonshire-Topanga-11-100-2,
2078,Devonshire-Topanga-11-143-1,
2079,Devonshire-Topanga-11-123-1,church
2080,Hollenbeck 3-20-105-3,church
2081,Southeast 2-20-293-2,
2082,Southeast 2-20-294-2,job
2083,Newton 2-23-290-1,program
2084,Southeast 2-20-295-2,
2085,Southwest 2-23-204-1,study
2086,Hollenbeck 1-20-242-2,
2087,Hollenbeck 1-20-257-1,
2088,Mission-14-323-1,
2089,77th 3-20-254-1,study
2090,Newton 1-23-308-1,
2091,Newton 1-23-309-1,
2092,77th 3-20-139-3,
2093,Hollenbeck 3-20-257-1,
2094,77th 1-16-222-1,
2095,Rampart 1-12-491-3,
2096,Mission-14-365-1,therapy
2097,77th 3-20-234-2,
2098,Harbor-21-227-1,
2099,Harbor-21-224-1,
2100,Harbor-21-225-1,
2101,Hollenbeck 1-20-239-2,
2102,Southwest 2-23-125-2,sports
2103,Harbor-21-223-1,
2104,77th 3-20-310-1,
2105,Southwest 2-23-135-2,sports
2106,Southwest 2-23-219-1,sports
2107,Harbor-21-228-1,
2108,Southwest 2-23-97-2,sports
2109,Harbor-21-237-1,
2110,Southwest 2-23-225-1,sports
2111,Southwest 1-15-398-2,
2112,Hollenbeck 3-20-234-2,"study, sports, art"
2113,Harbor-21-220-1,
2114,Harbor-21-221-1,
2115,Southwest 2-23-220-1,sports
2116,Harbor-21-222-1,
2117,Hollenbeck 1-20-105-4,
2118,Harbor-21-230-1,
2119,Newton 2-23-276-1,program
2120,Newton 1-23-310-1,
2121,Rampart 2-12-382-1,
2122,Newton 2-23-274-1,program
2123,77th 1-16-219-1,volunteer
2124,Newton 1-23-307-1,job
2125,Harbor-21-226-1,
2126,Southwest 2-23-161-1,sports
2127,Southwest 1-15-393-2,sports
2128,Hollenbeck 3-20-263-1,
2129,Hollenbeck 3-20-243-2,
2130,Hollenbeck 3-20-255-2,other
2131,Hollenbeck 3-20-236-2,
2132,Harbor-21-231-1,
2133,Rampart 1-12-391-2,
2134,77th 1-16-229-1,volunteer
2135,Hollenbeck 3-20-247-2,other
2136,Rampart 2-12-383-1,study
2137,Hollenbeck 3-20-241-2,other
2138,Hollenbeck 3-20-219-2,church
2139,Rampart 2-12-322-2,
2140,77th 1-16-223-1,volunteer
2141,Southwest 1-15-337-2,
2142,NHSEA-0-337-4,
2143,Foothill-14-377-1,
2144,77th 1-16-241-1,
2145,77th 3-20-298-1,sports
2146,77th 1-16-230-1,volunteer
2147,Hollenbeck 2-20-187-2,
2148,Hollenbeck 1-20-249-2,
2149,Valley-92-49-1,sports
2150,Southeast 2-20-311-2,job
2151,Newton 2-23-293-1,
2152,Southwest 1-15-348-3,sports
2153,Southwest 1-15-338-2,family
2154,Hollenbeck 3-20-262-1,
2155,77th 1-16-218-1,
2156,Southeast 2-20-309-1,
2157,77th 1-16-242-1,
2158,77th 1-16-240-1,
2159,77th 1-16-238-1,sports
2160,Southeast 3-10-178-2,
2161,Rampart 1-12-602-1,job
2162,Harbor-21-229-1,
2163,Foothill-14-485-1,family
2164,Hollenbeck 2-20-158-3,"family, selfimprovement"
2165,Southwest 1-15-397-2,sports
2166,Southwest 1-15-387-2,
2167,BVCB-0-194-3,job
2168,Southwest 2-23-158-1,sports
2169,Hollenbeck 2-20-143-2,
2170,Hollenbeck 3-20-233-2,other
2171,Hollenbeck 3-20-267-1,art
2172,77th 1-16-224-1,
2173,Southwest 1-15-336-2,
2174,Hollenbeck 2-20-45-2,
2175,Newton 2-23-228-1,
2176,77th 2-13-1383-2,study
2177,Hollenbeck 3-20-268-1,art
2178,77th 1-16-234-1,
2179,Olympic-25-24-1,
2180,77th 1-16-236-1,
2181,Foothill-14-378-1,
2182,77th 1-16-235-1,
2183,Hollenbeck 1-20-230-2,
2184,Hollenbeck 1-20-147-3,
2185,77th 2-13-1382-2,
2186,Hollenbeck 3-20-232-2,entertainment
2187,77th 2-13-1384-2,sports
2188,Hollenbeck 3-20-160-3,
2189,Foothill-14-380-1,
2190,Valley-92-42-1,
2191,Hollenbeck 1-20-2-3,
2192,Hollenbeck 2-20-165-2,volunteer
2193,Southwest 2-23-211-1,sports
2194,Southwest 2-23-133-2,other
2195,Southwest 2-23-132-2,sports
2196,77th 1-16-239-1,
2197,Southwest 2-23-191-1,sports
2198,Harbor-21-235-1,
2199,Harbor-21-233-1,
2200,Newton 2-23-260-2,program
2201,Olympic-25-31-1,
2202,Newton 2-23-261-2,selfimprovement
2203,Newton 1-23-332-1,
2204,Harbor-21-236-1,
2205,Harbor-21-232-1,
2206,Southwest 1-15-334-2,sports
2207,Harbor-21-234-1,
2208,77th 1-16-243-1,
2209,Hollenbeck 3-20-246-2,"sports, entertainment"
2210,Foothill-14-389-1,"art, study"
2211,Olympic-25-18-1,
2212,77th 1-16-233-1,
2213,Hollenbeck 3-20-264-1,other
2214,Harbor-21-238-1,
2215,Harbor-21-242-1,
2216,77th 1-16-237-1,
2217,Newton 2-23-69-2,job
2218,Olympic-25-12-1,
2219,Southwest 2-23-90-2,sports
2220,Newton 2-23-309-1,program
2221,Hollenbeck 3-20-275-1,
2222,77th 3-20-334-1,art
2223,Foothill-14-450-1,church
2224,Newton 2-23-310-1,program
2225,77th 3-20-140-2,
2226,NHSEA-0-117-4,
2227,77th 1-16-245-1,sports
2228,Hollenbeck 2-20-71-3,other
2229,Southwest 2-23-241-1,family
2230,Hollenbeck 3-20-276-1,"entertainment, sports"
2231,Southwest 2-23-213-1,art
2232,Hollenbeck 1-20-199-3,
2233,Olympic-25-25-1,
2234,Olympic-25-15-1,
2235,Southwest 2-23-222-1,sports
2236,Southwest 2-23-231-1,sports
2237,Rampart 1-12-570-2,
2238,Southwest 2-23-230-1,sports
2239,Southwest 2-23-232-1,sports
2240,Foothill-14-349-3,
2241,Southwest 1-15-304-3,
2242,Foothill-14-350-3,
2243,Hollenbeck 1-20-228-2,
2244,Hollenbeck 3-20-229-2,
2245,Hollenbeck 1-20-226-2,
2246,Harbor-21-246-1,
2247,Harbor-21-245-1,
2248,Hollenbeck 3-20-245-2,
2249,77th 1-16-232-1,
2250,BVCB-0-235-3,sports
2251,Harbor-21-249-1,
2252,Hollenbeck 1-20-85-3,sports
2253,Foothill-14-490-1,
2254,Hollenbeck 1-20-356-3,sports
2255,Harbor-21-241-1,
2256,Hollenbeck 1-20-255-2,
2257,Rampart 1-12-531-2,
2258,Foothill-14-493-1,
2259,Hollenbeck 1-20-186-2,
2260,Northeast-25-1-1,sports
2261,Hollenbeck 3-20-205-3,church
2262,Hollenbeck 3-20-265-1,art
2263,Hollenbeck 3-20-3-4,
2264,Foothill-14-479-1,
2265,Southwest 1-15-377-2,job
2266,Valley-92-52-1,
2267,Southwest 1-15-402-2,job
2268,Hollenbeck 3-20-277-1,
2269,Newton 1-17-301-2,
2270,Southwest 1-15-352-2,
2271,Mission-14-326-1,
2272,Foothill-14-437-1,
2273,Olympic-25-16-1,other
2274,Hollenbeck 1-20-236-2,
2275,Northeast-25-2-1,sports
2276,Harbor-21-239-1,job
2277,Olympic-25-20-1,
2278,NHSEA-0-244-3,
2279,Hollenbeck 1-20-215-2,
2280,Olympic-25-9-1,
2281,Hollenbeck 2-20-149-2,program
2282,Hollenbeck 2-20-169-2,program
2283,Southeast 2-20-316-1,
2284,Southeast 2-20-312-1,
2285,Northeast-25-3-1,sports
2286,Mission-14-342-1,
2287,Hollenbeck 2-20-31-3,program
2288,Harbor-21-247-1,
2289,Hollenbeck 2-20-190-3,sports
2290,Harbor-21-250-1,
2291,Northeast-25-7-1,volunteer
2292,Hollenbeck 2-20-214-2,program
2293,Olympic-25-23-1,
2294,Southwest 2-23-93-2,sports
2295,Hollenbeck 3-20-228-2,
2296,Harbor-21-253-1,
2297,Hollenbeck 1-20-184-2,
2298,Hollenbeck 2-20-148-2,
2299,Newton 1-17-254-2,study
2300,BHSEA-2-107-4,
2301,Newton 1-17-260-2,sports
2302,Hollenbeck 1-20-76-3,
2303,BVCB-0-76-4,
2304,NHSEA-0-357-3,
2305,Hollenbeck 2-20-229-1,
2306,Southwest 2-23-143-2,selfimprovement
2307,Hollenbeck 2-20-139-2,program
2308,Hollenbeck 2-20-131-2,
2309,Hollenbeck 1-20-374-1,
2310,Newton 2-23-315-1,
2311,Southwest 1-15-375-2,
2312,Newton 1-17-199-2,
2313,Southwest 1-15-347-2,sports
2314,Newton 2-23-251-1,
2315,Southwest 1-15-346-2,sports
2316,Hollenbeck 2-20-161-2,
2317,Hollenbeck 2-20-202-2,program
2318,Hollenbeck 2-20-171-2,sports
2319,Hollenbeck 2-20-227-1,
2320,Olympic-25-50-1,
2321,Rampart 1-12-418-3,
2322,Northeast-25-16-1,study
2323,Northeast-25-6-1,
2324,Olympic-25-49-1,
2325,Hollenbeck 2-20-216-2,
2326,Newton 1-23-319-1,job
2327,Hollenbeck 3-20-122-4,
2328,77th 3-20-338-1,other
2329,Northeast-25-15-1,study
2330,Northeast-25-4-1,sports
2331,Hollenbeck 1-20-227-2,sports
2332,Newton 2-23-262-2,program
2333,Southwest 2-23-98-1,sports
2334,Newton 2-23-244-1,
2335,Hollenbeck 2-20-134-3,
2336,Hollenbeck 1-20-44-3,
2337,Newton 1-23-320-1,sports
2338,Northeast-25-14-1,
2339,Pacific-18-123-2,other
2340,Newton 2-23-224-1,
2341,Hollenbeck 2-20-50-3,sports
2342,Foothill-14-378-1,
2343,Southwest 2-23-158-1,sports
2344,Hollenbeck 2-20-93-3,
2345,Newton 1-17-276-2,volunteer
2346,Southwest 1-15-372-3,sports
2347,Newton 1-17-257-2,
2348,Newton 1-17-272-2,
2349,Olympic-25-53-1,
2350,Pacific-18-232-2,therapy
2351,Harbor-21-260-1,
2352,Hollenbeck 2-20-67-4,program
2353,Harbor-21-240-1,family
